,num,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,weight
848,278536,278537,B0012YGT9O,AGN101K4M9TK2,"RV ""RV""",2,2,5,1263686400,Great service,"Customer service is great.  When the first plant died, we contacted Hirtz Garden and they immediately send us replacement free of cost. second plant was bigger and it was very healthy.<br /><br />I really appreciate the quick service.  I Highly recommend Hirtz Garden.",2.2533840194512107e-06
1180,296346,296347,B000VKADSS,A3DMXJMKZ35TNX,Kate,1,1,5,1311379200,great price and product!!!,"can't beat the price , esp. with regularly scheduled shipping. also, comforting to know that my kitty will be eating organic and healthy!  it's nice to trust a company's product, in this market.",2.2533840194512107e-06
1398,407795,407796,B00408OSPQ,A2WS6FMF750EI9,"Amy Steele ""quirky mama""",7,7,5,1322438400,Got Your Pep and Your Mint Right Here!,"If you can't get to a specialty shop (e.g.candy shop, Cracker Barrel-type-joint) to obtain any type of candy resembling peppermint bark (I never can), then get these suckers. They are at Target, and they do go fast. Not too strong, not white-chocolate-chalky at all, slightly crunchy due to mint specks added by the elves...I just ate one right now in order for reporting purposes, and I feel like I am in the Andes. Without rugby players, of course.",2.2533840194512107e-06
805,90224,90225,B00866AM2G,ANOAF9M5MTJHN,"J. ta ""jamesthird""",0,0,4,1348099200,vita coco,"is very tasty taste, like in coconut i bought before . is good to the last drop . so there good if chilled they taste better chilled to yummy yummuy",2.2533840194512107e-06
1241,274197,274198,B000OZHGD0,A2CK98B6LYR6TI,R. Boyd,1,1,5,1332720000,better than expected,"MSG is MSG, right?  Yes and no.  The ad copy says we get 5 pounds, so I expected a single 5 pound package not unlike a 5 pound bag of sugar.  I got instead five 1-pound bags in thick plastic.  I consider this better because the unopened bags will keep better.  Also, shipping was fast for me - placed Wednesday evening and arrived the following Monday in a USPS Flat Rate padded Priority Mail envelope.",2.2533840194512107e-06
341,298117,298118,B003AZ2ECY,A22JHOEDZED75E,A Greyhound on the Go,2,2,4,1303516800,Wow! Tart and Salty,"First off, I am not a big fan of vinegar potato chips or fries, but these came in the variety pack <a href=""http://www.amazon.com/gp/product/B003AZ2ECY"">Gourmet Basics Smart Fries 6-Flavor Variety Pak, 1-Ounce Bags (Pack of 24)</a>.  Nonetheless, I must say that they are enjoyable.  However, I still prefer BBQ and plain potato chips or fries.  They are not my favorite, but would make a good from time to time.  They have a strong tart vinegar flavor with a touch of salt.  The acid of vinegar may pair well with the bland or complement something less intense.",2.2533840194512107e-06
592,450209,450210,B000ARWL50,AKMBGY7E7CBZ8,"Katherine E. Gonzalez ""mommy, wife, attorney,...",2,3,4,1235433600,Really packs on the pounds!,"Our twin girls were born at 37 weeks and around 5.5 pounds each, and after three weeks of breastfeeding exclusively, they had dropped to just below 5 pounds, so our pediatrician recommended I supplement breastfeeding with Neosure. The results were astounding -- within a month both girls were just under 10 pounds! They've been on this calorie-laden stuff ever since (22 cal/oz versus 20 cal/oz in regular formula and in breast milk -- that's 10% more!) The reason I didn't give it the full five stars is because it gave our baby girls a touch of reflux, which we had to combat with 1mL of Mylanta before each feeding. It's also a little more difficult to mix than other formulas since it's creamier/fattier - you need to really shake/mix it to be sure there are no little beads of formula that settle at the bottom of the bottle (happens to us all the time). And yes, it is a tad pricier than other formulas, however like the other reviewers I've found it for a little less at CVS, and even snapped some up for $12.99 a can on sale at Wegman's. All in all though, it's made our girls big and strong - they're not even 4 months yet and already sitting up, rolling over, trying to ""stand"" on our laps and talking up a storm!",2.2533840194512107e-06
1254,51765,51766,B004NNEYUC,A2GP06TFJJ69D,cafecoffeelover,0,0,5,1350864000,Deliciousness without guilt!  Great!,"Hint water is everything you could ask for!  Refreshment with no sugar, calories, preservatives.  All the wholesomeness and refreshment and taste satisfaction you could want!  I love every flavor of Hint!  I can give it to the kids and know that they won't be ""sugared up"".  Thanks for creating a healthy alternative to soda.  You have won me over!",2.2533840194512107e-06
1308,248171,248172,B001OI3RS4,A2BCZPGH6EN4EB,"L. K. Miller ""GRAMMY WAN""",1,1,5,1331337600,Amazing tea,"This is the best tea in the world. It helps you sleep at night. A former drinker of sleepy time, I have choose this over that.",2.2533840194512107e-06
268,146495,146496,B000WFKWDI,A8P8KPVXCWV9R,"Bryan J. Kautzman ""BK""",4,4,5,1328659200,The best cat food on the planet,"I have a seven year old gray tabby named Buddy.  I got him when he was three.  He is a very large cat, as the vet has a target weight for him at 18 pounds.  Unfortunately, he has been over 20 pounds since I got him.  While he is not fat, he is definitely in need of shedding a couple of pounds.<br /><br />I had always fed him dry cat food.  He was regularly eating Hill's Science Diet when I got him, and I was reluctant to change.  I thought that some of his minor health problems were just a part of having a cat around.  He tended to cough up massive hairballs, he would vomit stomach bile if he wasn't fed for more than a few hours, and his shedding was ridiculously constant.<br /><br />About six months ago, my vet recommended that I switch to canned food in an effor to keep his weight under control.  I quickly went out and bought a bunch of Hills Science Diet canned food, and he didn't like it very much. So I started to do a bit of research on what was the best food available for cats, and I was amazed at what I found.<br /><br />My research led me to Wellness, and I haven't looked back.  My cat has been eating mostly Wellness now for about three months.  No more hairballs.  No more stomach bile.  His shedding has been reduced drastically.  I have also noticed that his litter box doesn't smell nearly as bad, which I assume is the result of him not being chornically dehydrated from the dry food.  I've also noticed that he doesn't strain as hard to pass stool, which I'm sure he'd appreciate if he understood why.  But the most obvious change is my lethargic and overweight cat now jumps and runs around the house like he's lost three years in age, and he has indeed lost three pounds.  He was at the vet's target weight within a month of starting to eat Wellness, and he has maintained that weight for the past two months.<br /><br />The most important question, though, is how does he feel about it?  He loves it.  When I was feeding him Hill's, I would have to clean his bowl every time I fed him because he would leave pieces stuck to the side that would dry out like oatmeal.  With Wellness, he licks his bowl completely clean purring very loudly while he does it.  His favorite flavor is the chicken and salmon, but I can't stand the smell of the seafood.  So he gets his second favorite, chicken and beef.  He's not a big fan of the poultry only flavors, but he still likes them better than the Hill's he used to have to eat.<br /><br />A few days ago, I actually ran out of Wellness, and I fed him a can of Hill's to get by for the night until I could go buy more.  At 5:00 AM, I would up to the sound of my cat puking up stomach bile.<br /><br />From now on, it's Wellness or nothing.",2.2533840194512107e-06
1432,496721,496722,B005HG9ET0,A3AQO91DYWF8R0,Seth Caddell,0,0,4,1346889600,Great drinking water,"I'm not really a bottled water expert, but this stuff was good.  I like the 1.5 Liter size.  It's large, but not uncontrollable.  As far as the water, I found it to be really good, just like any other bottled water.",2.2533840194512107e-06
60,31302,31303,B002W96DXA,A2YXS8NCIO205E,TheShopper,0,0,5,1342396800,Not Bad At All,"This was a great beer to brew & really did taste like a Heineken beer. It did seem to take forever since you had to wait about 3 months for it, but was def worth it. I would def buy this kit again. If you are into beers like Heineken then this beer is for you. Have fun!",2.2533840194512107e-06
374,177330,177331,B004U49QU2,A16YU3GRGCD95S,"Theresa M. Studer ""Terra57""",0,0,4,1310860800,Ever so chocolately!,"I'm a chocolate lover and when I need a real sit down munch out choco fest these are right up there on my list.  What could be better than choco cookie with choco chips and a fudgy center that will make you lick you lips with pleasure.  YUMMY!<br /><br />Can you imagine these mixed in some ice cream, crumbled up and layered in a torte or even better crumbled up and put in a peanut butter sandwich.  Yup I'm talking serious stuff with these guys.  I do like the fudgy ones better as they have a regular soft choco chip cookie but hey when it calls for heavy artillary they will fit the bill.<br /><br />Oh just have a great idea.  How about these as smores.  Just put the hot dripping marshmallow in the middle of two cookies and ohhhhhhh the taste.  Just so you know these are a, ""You can't eat just one cookie"".  :)",2.2533840194512107e-06
437,245258,245259,B0029XDZKI,A17MX3FFMBV8N3,"J. Carlson ""movinmikec""",0,0,5,1268265600,"Great, balance coffee for a great price.","While I'm still getting used to paying even the reduced price of $0.50/cup for home brew, this was a well-balanced, flavorful hazelnut.  Very good.",2.2533840194512107e-06
948,229520,229521,B000EDG5CA,AFZP7UKGOST1L,Mommmmy,2,2,5,1324080000,Excellent Pure Protein Powder for Making Tasty Shakes!,"This has excellent natural whey protein taste if you are looking for natural protein without artificial colors and flavors. My favorite shake is made in the blender with:<br /><br />1 to 2 servings of Whey protein<br />1 cup of ice<br />1 cup of 1% chocolate milk<br />add a little bit, about a 1/4 cup of cold coffee if you like the mocha flavor<br /><br />I also like to add 1 serving of the whey protein to my oatmeal in the morning with 1 serving of Bob's Red Mill Flax seed and a little cinnamon and raisins to sweeten it up.<br /><br />My husband and I were buying the protein powder from GNC which was very sweet and we liked the flavor, however, it did not list sugar as an ingredient while it did list artificial flavors so perhaps it contained some kind of artificial sweetner. We discontinued using it after it was causing us to have hives and we found the Bob's Red Mill with pure ingredients to be a superior replacement.",2.2533840194512107e-06
1088,346910,346911,B00473SW92,AIYYLYA72BIM4,deedge,0,0,5,1344816000,how to make a good steat into a great steak,I thought all marinades were about the same until I tried Adolph steak sauce marinade. It is great and both my husband and I love it!,2.2533840194512107e-06
360,521178,521179,B008ATDIDE,A2OV84V0EUIEY1,"Rebecca Poremba ""frugal mom""",0,1,5,1254182400,eating healthy,This cereal is awesome. It stays crunchy in the milk. Well worth the money - both the protein and fiber that are are provided by one serving of this cereal along with great taste.,2.2533840194512107e-06
438,40909,40910,B0005Z7YIG,AL4EMTKHSD91T,"J. Amabile ""Jenn""",1,1,5,1323129600,Seriously?,Don't even waste your time ordering this bag of soup from this vendor. It's advertised as 1 bag - and you can get 1 bag of the same soup at your local grocery store for under 4 dollars. Haha - this was in need of a review!,2.2533840194512107e-06
744,431020,431021,B005GEYS94,A339F4I8GBN3H3,"LaughingLion ""I am Lion, read me review!""",0,0,4,1349222400,Great Stuff,"Very clean flavor.<br /><br />No aftertaste. Doesn't overpower you like other enhanced water products.<br /><br />Better still, I don't get headaches from it like i do other products that contain artificial sweeteners.<br /><br />If you aren't a fast drinker it even tastes good warm.",2.2533840194512107e-06
324,282356,282357,B000F4H4T6,A2LXN02ZYRTESR,"Tito ""Tito""",4,4,5,1221782400,A dog's best friend,This was a great price and of course my dog goes crazy for them. My dog prefers this to people food and that is truly high praise. I keep them in the kitchen and the dog can be anywhere outside or inside; I open the bag and she appears. Excellent!,2.2533840194512107e-06
176,69740,69741,B003CK7O36,ABPZ330FEQ1GM,The World's Greatest,3,4,5,1245801600,Very good orange spice tea.,"I just tried orange spice tea for the first time on a recent trip to Hawaii, and they had a tea chest of varoius Stash teas in the lobby for people to try. So I deceded to try a flavor I had never had before and I was pleasantly surprised. Now orange spice tea will always remind me of Hawaii. I bought a box of Bigelow Constant Comment, which is another orange spice tea, but it wasn't as good as Stash's, im my opinion. Stash has much more flavor, and isn't that the point?",2.2533840194512107e-06
1204,358006,358007,B0000DG566,AVQUMVDJJXRF1,"Grillmeister7 ""Gary""",0,0,4,1317254400,Blair's Original Death Sauce,"My brother is a chiiehead and he warned me about Blair's being 'hot'. Blair's make a whole range of hot sauces, some of which are indeed outrageously high in Scoville units. This one however is quite good and about 6 times hotter than a Jalapeno. This is noticeably hotter than Tabasco but the flavor is similar to Tabasco. So, if you like that venerable standby but want something more, give this a try.<br /><br />Shipping is a significant cost if you are buying a small quantity.",2.2533840194512107e-06
947,465903,465904,B001PNW85G,A3DQKGGMOVOR5,Columbear2012,0,0,5,1326844800,A Childhood Memory to the Max,"I have never been disappointed about Jolly Rancher candy-they've always had the best taste in small candy. Now seeing it in 5-lb. bags, I wish it were ever so. Now if we can just get Cinnamon Fire in the bag...",2.2533840194512107e-06
661,156429,156430,B000PHQ3XG,ABLF6JQ5XD4R9,"Dee Pierce ""Dee Pierce""",0,0,5,1217980800,Flying saucers from my childhood,These are a great memory from childhood.  My kids love them and we think you need to eat these as a child to enjoy them.,2.2533840194512107e-06
1197,144901,144902,B002OFUBJO,A2HOCKOV7WTQ4H,Steve D,0,0,5,1305158400,Great snack!,"These make a great 100 calorie snack to eat anytime. Small packaging so you can put anywhere. Overall, very good and would buy again.",2.2533840194512107e-06
212,254930,254931,B000GJOROU,A1ZT5HW8NE743V,"Bridgette Stewart ""Great Taste""",0,0,4,1190505600,Very tasty,"Moist, delicious with a delectable rum flavor.  It was a bit on the very sweet side, but overall a memorable dessert experience.",2.2533840194512107e-06
148,83420,83421,B005ZBZLT4,A1D4T9UEKT2R6T,choc18,0,0,4,1347667200,A really good coffee,Very rich and flavorful coffee.  I like the pods without the plastic case.  Requires storage in a sealed container.  This is a very good everyday smooth coffee.  The story on the side of box is compelling.,2.2533840194512107e-06
269,271911,271912,B000I60JUW,AXPYUSKEKC9G6,Peggy Miller,0,0,5,1257033600,my family loves this,I love the convenience of having these shipped to the door.  My family loves the product.,2.2533840194512107e-06
536,431073,431074,B001NG72UQ,AL247HJS8DVY1,The Soup Maker,0,0,5,1336348800,Yum Yum!,So simple and so yummy! Used boneless skinless chicken thighs instead of breast and added Jane's Mixed Up Salt that just added the Bang to it! Highly recommended!,2.2533840194512107e-06
1372,513530,513531,B003KLT0H0,A29IPF6KF8D5YW,"It's Giovanni ""Gio""",2,2,5,1335225600,Price is too high...,The price is 2x's as expensive than other merchants on-line. You can even get these at Walmart for $3.99 and thats less than 50% of what this merchant is charging.,2.2533840194512107e-06
486,447346,447347,B0062ACV7W,A1RMU0VYX2YVH7,Retiree,2,2,5,1344556800,uncleat quantity,"We have used the product for years but can no longer get it locally.<br />The problem was with the description which says it comes as 8 count, 1.13 oz box.  Apparently what this means is a box ontains 8 packets which is true.  However, the way it is worded I expected to receive 24 boxes as I had ordered quantity of three.  3x8=24.  I received only three boxes at a cost of $26.97 which means Ipaid $8.99 for one box of 8 packets.  One box of 8 packets can be purchased ANYWHERE including Amazon for between $2.00 and $3.00.  This order is being returned for refund.<br />If the price is actually $8.99 for one box, the description should read "" Price $8.99, quantity, one box of 8 packets.  Of course if it actually said that, they would never sell any at all.  It is my opinion that the correct price is 8 boxes of 8 packets each for $8.99.  That makes a lot more sense but that is just my opinion.",2.2533840194512107e-06
121,370506,370507,B000GPTC8U,A3QZOWGDQY1MIQ,John E. Stoneman,1,1,5,1346889600,Great Product,My Grandson is a very picky eater at 7 years old. He like plain white rice with soy sauce. This is by far his favorite. Also everyone else in the family loves it.,2.2533840194512107e-06
1375,412037,412038,B000CQC05K,A2ENAZL0TSLLYS,Jenna sais quoi,3,3,5,1239753600,One caveat...,"This tea is great! It is very sweet on its own- I like to alternate drinking it with sips of water, which makes the licorice flavor even more pronounced!<br /><br />Just use caution if you have high blood pressure or glaucoma. Licorice root can raise blood pressure. I don't have either condition, but after finding that out, decided that this was better as an occasional treat (as opposed to a daily ritual.)",2.2533840194512107e-06
1130,153848,153849,B005VOOM2W,A3EURGOIEBJWKD,Adam Khan,0,1,5,1333670400,"Convenient, portable, good flavor","Since these packs are individually sealed, you can carry it with you wherever you are, and it stays fresh. And all you need is hot water. No filters, no apparatus required. It is great for traveling.<br /><br />And because it's in a bag, you can regulate the strength. Just pull the bag out when it's as strong as you like.<br /><br />The only thing I can think of to improve it would be a string, like they do with tea bags, so you could remove the bag from the cup without a spoon.",2.2533840194512107e-06
473,208667,208668,B0007Q426U,AB0INT6DILYOU,"Mark Van Deusen ""bbq guy""",0,0,5,1250294400,great cooks should know,"I have been cooking for 50 years.I bar b q in snow storms. This may be the best for steaks on earth. Was given to me as a gift 3 years ago and will never be with out some in the kitchen. Great value, great stuff.14 oz bottle should last you 6mo to a year.Try it-you will like it. Thanks to bill johnson for the gift.",2.2533840194512107e-06
873,519351,519352,B003KSKUKO,A18AY69GN36AR8,Deacon Boogie,0,0,5,1301270400,Tasty tasty tasty...,"I used to buy this from Trader Joe's until they stopped selling it. I have no idea why they did, because this is like crack. (Trader Joe's sells private label merchandise, and The Spice Hunter produced this product for them.) Thankfully, The Spice Hunter sells it as well! We were overjoyed that this product is still available because it's simply the most ridiculously good spice combination we've ever had. It's salt free! It also works tremendously on chicken and fish! This is a must-have!",2.2533840194512107e-06
857,419970,419971,B001IYSOQO,A24P4U4CJL1SQ3,"Erin Glasnapp ""astarnamedrin""",1,1,5,1250208000,Fun codd-neck bottles with a marble lock.,This is so far my favorite flavor of all of the Ramune flavor I have tried.<br /><br />It has a fun look to it and is great for those who love sweet drinks and don't like or drink caffeine.<br /><br />I being one who avoids caffeine when possible was excited to find a drink I could add to me fridge to give me a change from the few caffeine free drinks I can tolerate.<br /><br />I would recommend these to anyone. If nothing else you have to try at least one in your life time.,2.2533840194512107e-06
364,266690,266691,B0039KABTI,A1HXWVK7RKR4D2,"Stephen M. Guilliat ""Stevelo""",172,174,5,1261526400,My Favorite by a Landslide so Far,"I must admit that I have gone a little overboard with my k-cup sampling.  So far I must have tried about 50 different blends.  OVerall I must say that the vast majority of them have been pleasant, better than what I used to make in my coffee brewer.  Then I tried the Donut Shop brand.  When I first tried this I was not expecting much, it sounds bland, plain, everyday type of coffee.  Don't get me wrong, I have had some pretty good cups of coffee in donut shops but nothing to write home about.  When I took my first sip, I thought wow, this is amazing.  Smooth, not much of an acid taste, about as close to perfect as I could describe.  My love for this k-cup continued and continues to this day.  Many times you find a k-cup which at first is very good, but after a couple of cups you get a little sick of them; not with this one.  It has been and continues to be my absolute favorite.  I will still search for something better, but I doubt I will find it.  I hope you like -- no strike that -- I hope you love this coffee as much as I do.",2.2533840194512107e-06
1441,435217,435218,B004IJM4PS,A231HF84WE8FDP,ABL,0,0,5,1329004800,Delicious,"I actually bought this product as a gift for a friend that loves protein bars/cookies and especially those from Lenny & Larry, so I knew this would be a home run. I has previously tried their peanut butter cookie and liked it, so it was no surprise that I enjoyed this flavor as well! I love the idea that it's healthy while being a really tasty treat - it almost feels wrong! It is more dense than what people would be used to for a cookie, but it shouldn't alarm you since it's not a snack, but rather packed with protein, nutrients and vitamins. You won't be disappointed with its flavor or its purpose to be a complete cookie.",2.2533840194512107e-06
447,185915,185916,B001KUSL0K,A3N2L3BIDKIC79,Marc Spitzer,1,1,4,1237075200,good breakfast cerial,"Being one of the people who has problems with too much oat bran, I find this to be a good alternative to oatmeal in the morning.",2.2533840194512107e-06
377,100957,100958,B000Z4SWII,A3UNTMAETAI7HU,Natural Mom,1,1,4,1290470400,Tasty holiday tea,"I was a little concerned when I first opened the tea packet, because the aroma reminded me a little of bubble gum.  I was pleasantly surprised to find that the taste is actually pretty well balanced, if not a little sweet.  The cinnamon component is borderline artifical, but I do not consider it off-putting.  I sweetened it with a little maple syrup (100% real syrup, that is), and found it quite drinkable this way.  I'd be intetested to see what it is like with a drop of milk, but it really doesn't need it.",2.2533840194512107e-06
1399,10723,10724,B000NMG99Q,A2NUGC6IZELVJO,Jane M. Dalton,2,2,5,1258588800,GREAT CANDY TREATS,I have been looking for these great candies for years.  Every now and then I would come across them in a candy store.  It is so nice to know I can now order them on line at Amazon and always have Honees on hand to enjoy and share with others.  I love the honey filling. Try them. JANE,2.2533840194512107e-06
1045,433608,433609,B001LQCOIS,A3VX3LDXQK9VYT,BUXUS SEMPERVIRENS,5,7,5,1233964800,WONDERFUL!,Got this for my daughter who was using an old fashioned blender to make her baby's food which was a messy ordeal. I gave her this newfangled thing and she LOVES it! It is small and tidy and easy to operate and has a powerful little motor which steams food quickly with just a little water and then promptly turns the steamed food into perfectly pureed baby food.<br />Easy to clean too.<br />Probably not the machine for you if you like to whip up and freeze large batches at a time.,2.2533840194512107e-06
1072,339536,339537,B0002R38XC,A2HA3YV6GNYZ6S,Kimberly Falcetti,4,6,5,1265673600,Happy,"I purchased this for my father's surprise 50th birthday party.  I opened the shipping box, and my only complaint is that the box the candy was in was ripped.  But that was ok, as I took all the candy out of the box anyways, and spread it out on the table for cards and gifts.  It was definately a conversation starter.  The memories people had looking at the candy, (I used to love these.....I remember buying these at the store for a penny....etc).  I definately plan on getting one for my mom for her birthday.",2.2533840194512107e-06
561,248124,248125,B001E5E0HY,A393F381MA82AY,Macro chef,0,0,5,1320969600,Moist and delicious,"These were very tasty and moist and made great fig pecan bread.  Used the recipe from Amy's Bread cookbook, but veganized it.  It was great!",2.2533840194512107e-06
1325,71639,71640,B000FKIYM6,A6CTIB967AGBR,Jon Gettel,0,0,5,1333756800,My favorite candies!,"These gummy candies are fantastic, nice and sour with great flavors.  This is a wonderful product but sometimes the consistency can be challenging, be sure to check the expiration date and if you get a bag that is not good, try again.  This is a fantastic product.",2.2533840194512107e-06
699,17788,17789,B000EVMNO6,A34GM17T6WTJDK,D. MCKICHAN,1,1,5,1203465600,great gummi,"I prefer the two textured gummi's over the regular gummi's. Haribo's are among the best and the frogs are addictive. The current price, combined with the free shipping and no tax make these a nice buy. The only drawback of buying in bulk is that I tend to eat more of them. These are aslo a big favorite of my kids who would also give them 5 stars.",2.2533840194512107e-06
361,4141,4142,B001EW5YQS,A24OR46MO22VYS,Bryan J. Moore,0,0,4,1269302400,Excellent Buy!!,"Great price for what you are getting.  Recording via a USB port ROCKS!!!! The only thing that could maybe be improved is the durability.  It feels like a toothpick in your hand.  It may be more durable than it feels, but I'm still going to be very careful with it.  But, for the price this is only a minor gripe.  Great product, I would recommend it to anyone.",2.2533840194512107e-06
151,140034,140035,B000FA3912,A3DOPYDOS49I3T,Confucious,2,2,4,1207440000,These are ok.....,These are good but the flavor did not resemble an oreo. I purchased these along with the chips ahoy and those did resemble the flavor of chips ahoy. In my opinion these tasted like animal crackers. I will stick to chips ahoy 100 calorie packs.,2.2533840194512107e-06
695,552194,552195,B000F3O7NS,A2UW1KXG86DD7I,Richard Johnson,0,0,5,1172188800,Lovely Cuppa - PG Tips reigns supreme!,"PG Tips really is a wonderfully flavourful tea. The pyramid bag design helps maximise flavour in a short time. I am a big tea drinker but have yet to discover any strong black tea that can compete with PG Tips.<br /><br />Definately best served with a bit of milk, please don't tarnish it with cream or half-n-half which should be used for coffee alone.",2.2533840194512107e-06
1295,241579,241580,B0081XPTBS,A9RTRKZM3IEOY,"M. Ross ""Bacchuskitty""",1,1,5,1272758400,"Awesome Formula, Great Price","This was recommended to us as the next best thing to breast feeding, when those weren't available for one reason or another.  In our case, this was used primarily when daughter and daddy (me) were together without mommy.<br /><br />Objectively, it's got the good stuff per the label:  Organic, DHA, and iron fortified.  Given what you hear about harmful agents in food, it gave my wife and I peace of mind knowing that this is organic.<br /><br />Subjectively, our daughter loved it and didn't give any pause when gulping it down.  In fact, she seemed to dig it, usually sucking the bottle dry in short order.  I've heard that some babies can be finicky when it comes to formula, but we had no such experience with this product.  Indeed, we tried others that didn't seem as satisfying.  My much more mature taste buds also gave this a thumb's up, finding it tasty and smooth, though admittedly I had only cow's milk to compare.  On the practical side, this mixed up quickly and completely with water; it was smooth and creamy, with no un-disolved clumps or grittiness.  I used to pre-measure some in bottles when we went out so I could just add water and shake it up and that worked great.<br /><br />The best testimonial I can give, other than saying that it pleased our daughter's discerning palate, is that this is the only formula I will use for our next child.",2.2533840194512107e-06
470,40379,40380,B001ELL3DM,A3V2RU91G795Q4,DC Is Not a State,3,3,5,1273017600,So tasty AND so healthy!,"I am always looking for the most fiber bang for my buck - and this cereal wins hands-down. It has a light, crunchy texture and doesn't get soggy in milk. There are no artificial sweeteners but it has a nice natural sweet flavor. It is satisfying and healthy. And - it doesn't give me gas!! Nary an intestinal rumble. Your body will thank you for eating this cereal!",2.2533840194512107e-06
520,396315,396316,B000WKXVLI,A3OXHLG6DIBRW8,"C. F. Hill ""CFH""",14,14,5,1257206400,"Very Close to the ""Real"" Thing - Recommended","Hershey's Sugar Free Dark Chocolate candy bars tastes very close to the full sugar version. Dark Chocolate was always one of my favorite treats before coming a Type 2 diabetic, so it is great being able to have it again in a sugar free version. There is a little bit of an after taste with these but dark chocolate is usually bitter so it isn't really an issue for me (but my wife says she notices more than I do).<br /><br />I should mention that eating too many of these (more than 3 or 4) does cause me some ""gastric distress"", so you might want to try them at home before eating a bunch while out in public.<br /><br />Recommended",2.2533840194512107e-06
1263,208261,208262,B001AU3GAU,ASKVD9GO844HS,"Morghanna Delacroix ""morghanna""",3,3,5,1186790400,"Good product, ridiculous price",I like most of the products Glico makes.  But this price is ridiculous.  This exact package sells elsewhere online and at your local Asian food store for around $2.98.  Don't be fooled into thinking this is a bargain...  It's a rip-off at this price.,2.2533840194512107e-06
1182,125684,125685,B004B44ZQ6,A19ENMX3BK38A7,bltxnj,1,1,5,1297296000,Bully sticks,Bully sticks were recommended by a dog trainer for our Golden Retriever puppy because they are much safer than rawhide.  He loves them!  I recommend them and plan to buy more!,2.2533840194512107e-06
1049,193615,193616,B005IW4WFY,A2EDZH51XHFA9B,"Robert P. Beveridge ""xterminal""",0,0,5,1331769600,...and I'm not all that fond of blueberries.,"The packaging and product description will tell you there's all sorts of ways to use this stuff, and I tried most of 'em. But here's the skinny: sure, it works as a cereal (or a garnish for a flake-based cereal) and all those other things, but this stuff was put on Earth for the sole purpose of being a yogurt mix-in. I don't know what sort of magic happens when you drop a scoopful of this stuff in a bowl of vanilla yogurt (mango was another great choice), but some sort of magic does happen. Once I'd tried it that way, there was no looking back. It's now a staple in the kitchen. I don't think I've eaten yogurt without it in the last month.",2.2533840194512107e-06
1358,112698,112699,B000FEFEWA,AN1Z63XXBPKQH,K. Whitfield,2,2,5,1288310400,Excellent boneless/skinless sardines,"I have tried various brands of boneless/skinless sardines,in search of the perfect one for me to be buying regularly, since I am now eating them frequently. (I find that a breakfast of a can of these, mixed with an egg and a bit of salt and parsley, and fried as patties, is a ""perfect"" breakfast--tasty, digestible, very satisfying for a long time, and nutritionally powerful. They make a good salad ingredient also.) You have to pour off the broth that comes in the can before adding the egg or salad dressing, and in most brands of sardines, that broth is way too salty to drink. When I read the previous customer review saying that these Reese sardines are no good because they have NO added salt and are therefore ""tasteless"", I realized this was the brand I wanted. I now enjoy drinking the broth, which has just a bit of natural saltiness of the sea, and there is nothing to prevent adding some salt to the remaining sardines; they are delicious when seasoned to your taste.  I also appreciate that the sardines are smaller and more tender than most of the other brands. The price is very good also, especially if you get into ""subscribe and save"" with them, as I have.",2.2533840194512107e-06
1110,390619,390620,B005GYJUJM,AQBRQVJRBV1WJ,Shirley A Benedict,0,0,5,1343260800,Great Syrup,This syrup is wonderful if you like peppermint.  It is one of the best I've had.  It's great for peppermint lattes and mocha peppermint fraps and lattes.,2.2533840194512107e-06
1090,203342,203343,B0033HPPIY,A2JAFA8XFLU5P6,Mom of boys,0,0,5,1334275200,Great coffee,I love the cinnamon flavor to this coffee.  It is also a great price with free shipping on amazon prime.,2.2533840194512107e-06
327,97627,97628,B0010VFKYE,A1YZ3BK6V1DAQ,Eve Williams,1,1,5,1213056000,Hands down favorite,"This is by far my favorite sandwich spread, however I use it on just about anything. A wonderful tangy, mustardy flavor that reminds me of home.",2.2533840194512107e-06
495,482638,482639,B001EO775C,AU3GYRAKBUAEU,Jon Norris,0,0,5,1293926400,great coffee,"I have been using this coffee and it's brother with caffeine for many months now, and I like them very much. I like the can with the plastic top much better than vacuum packs, and the flavor is mild and quite to my taste.<br /><br />If you like mild, good tasting coffee, try Altura. Ships quickly from Amazon, too.",2.2533840194512107e-06
906,122086,122087,B0057PTXZG,AIOPIWA4Q6GAJ,veronica s,0,0,4,1335744000,delicious flavor,"This is my favorite tea for making iced tea in the spring and summer.  I use one tea bag per mason jar and let it steep until completely cool, then I move the jars to the fridge.  It is a really nice flavor for iced tea but I don't know if I would love it as hot tea.  I generally prefer plain English Breakfasts for my morning tea but the fruitiness makes a delicious summer iced tea!  Also the packaging is so cute and I love the purple/dark gray color combo.",2.2533840194512107e-06
1030,170444,170445,B000MXEN9O,A2CIJRLTNJQZDU,"Ray Carrender ""Ray Carrender""",2,2,5,1290988800,Son's favorite snack!,"I started him off on the Puffs, since I was a little afraid of the Crunchies because they looked so big. But he actually has a lot easier time with these. They seem to dissolve a little better than the Puffs, and since they are bigger he can manipulate them better. He either holds them while he noms on one end (they dissolve fast), or he's able to push it around in his mouth well enough that he doesn't gag. The Puffs tend to go to the back of his tongue and he often coughs and gags on them. They are nutritious, and there may be better snacks out there but for right now these are awesome.",2.2533840194512107e-06
